nombre,direccion,telefono,instagram,facebook
Taller en Medellín Especialistas en Cajas Automáticas y Electrónica Automotriz. Palencia Motors.🚗,"Cl. 58 #41-12, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573204032554,https://www.instagram.com/palencia.motors/?hl=es-la,https://www.facebook.com/TallerPalenciaMotorsMedellin/
taller y almacen mazdautos,"Cl 34, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+5744482326,,https://www.facebook.com/talleralmacenmazdautos/?locale=es_LA
taller y almacen mazdautos,"Cl 34, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+5744482326,,https://www.facebook.com/talleralmacenmazdautos/?locale=es_LA
EuroTaller Los Mellizos Ingeniería Automotriz,"Carrera 50E, Cl. 7 Sur #25 #, Medellín, Antioquia",'+576042553566,https://www.instagram.com/eurotallerlosmellizosing/,https://www.facebook.com/losmellizostaller/?locale=es_LA
EuroTaller Los Mellizos Ingeniería Automotriz,"Carrera 50E, Cl. 7 Sur #25 #, Medellín, Antioquia",'+576042553566,https://www.instagram.com/eurotallerlosmellizosing/,https://www.facebook.com/losmellizostaller/?locale=es_LA
Rojas Taller de Mecánica Automotriz,"Cl 44A #73-76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573504201890,https://www.instagram.com/p/DIT43N9gy-o/,
Taller Electrico Automotríz,"Cl 44A #58-39, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+5745335280,,
Talleres De Mecánica Automotriz,"Cra. 87 #39, Medellín, Belén, Medellín, Antioquia",,,
Talleres De Mecánica Automotriz,"Cra. 87 #39, Medellín, Belén, Medellín, Antioquia",,,
RENAULT EJES,"Cra. 45 #39 - 50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206834875,,
RENAULT EJES,"Cra. 45 #39 - 50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206834875,,
Taller especializado Honda,"Cra. 65 # 34 - 160, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573137498747,,
Multicar San Lucas,"Carulla San Lucas, Cl. 20 Sur #27-124, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573108396898,https://www.instagram.com/multicar.sas/,https://www.facebook.com/MulticarMedellin/
Full ejes Medellín,"Cra. 48 # 39-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573016760173,,
Ac mecánica automotriz,"Cl 34 #45-17, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573107009276,https://www.instagram.com/reel/DI62zvhgRKK/,https://www.facebook.com/alejandromecanicaautomotrizs.a.s/
Ac mecánica automotriz,"Cl 34 #45-17, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573107009276,https://www.instagram.com/reel/DI62zvhgRKK/,https://www.facebook.com/alejandromecanicaautomotrizs.a.s/
Taller Tecno Max Desing Auto Sura,"Cl 36 #4530, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573053341626,,
Taller Tecno Max Desing Auto Sura,"Cl 36 #4530, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573053341626,,
"Frenos, Taller mecanico y cambio de aceite a domicilio Todo en Autos Express","Cra. 48a # 70-20, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",'+573046743912,https://www.instagram.com/todoenautosexpress/?hl=es,https://www.facebook.com/todoenautosmedellin/
"Frenos, Taller mecanico y cambio de aceite a domicilio Todo en Autos Express","Cra. 48a # 70-20, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",'+573046743912,https://www.instagram.com/todoenautosexpress/?hl=es,https://www.facebook.com/todoenautosmedellin/
MONTALLANTAS Y TALLER AUTOMOTRIZ A1A,"Cl. 77E #79B-46, Medellín, Robledo, Medellín, Antioquia",'+5744221726,,
DAUTOS,"Cra. 45 #24 – 105, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573052556716,https://www.instagram.com/dautosmed/,https://www.facebook.com/groups/715277398528792/?locale=es_LA
DAUTOS,"Cra. 45 #24 – 105, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573052556716,https://www.instagram.com/dautosmed/,https://www.facebook.com/groups/715277398528792/?locale=es_LA
Autolab - Sede Autotech,"Cra. 71 #42-33, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573009121133,,
Autolab - Sede Autotech,"Cra. 71 #42-33, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573009121133,,
mecanico guayabal Taller Automotriz EL RODEO,"a con, Cra. 51a # 51 a 04 carrera 51, Cl. 2 Sur, Guayabal, Medellín, Antioquia",'+573052455044,,https://www.facebook.com/AutomotrizRodeoAlto/
Latonería y Pintura El Experto,"Cra. 43 #25A - 141, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573006099369,https://www.instagram.com/tallerelexperto/?hl=es,https://www.facebook.com/tallerelexperto
Latonería y Pintura El Experto,"Cra. 43 #25A - 141, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573006099369,https://www.instagram.com/tallerelexperto/?hl=es,https://www.facebook.com/tallerelexperto
"Taller Carintegrado - Latonería, pintura y mecánica básica de colisión","Cl. 24 #50-43, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573144330445,https://www.instagram.com/carintegradosa/,https://www.facebook.com/carintegrado/?locale=es_LA
"Taller Carintegrado - Latonería, pintura y mecánica básica de colisión","Cl. 24 #50-43, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573144330445,https://www.instagram.com/carintegradosa/,https://www.facebook.com/carintegrado/?locale=es_LA
FULL CARS,"Cra 44 #24-93, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+5742621379,https://www.instagram.com/full_cars_col/?hl=es,
taller quinterautos,"Cra 44 #25-52, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573113419777,https://www.instagram.com/taller_quinterautos/,
taller quinterautos,"Cra 44 #25-52, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573113419777,https://www.instagram.com/taller_quinterautos/,
Ejes y Mofles,"Cl 10 #52-71, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573012905028,https://www.instagram.com/ejesymofles/,https://www.facebook.com/ejesymofles/?locale=es_LA
Ejes y Mofles,"Cl 10 #52-71, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573012905028,https://www.instagram.com/ejesymofles/,https://www.facebook.com/ejesymofles/?locale=es_LA
TALLER MECANICO JULIO BETANCUR,"Cra. 72 #28-24, Medellín, Belén, Medellín, Antioquia",'+5743379993,,
TALLER MECANICO JULIO BETANCUR,"Cra. 72 #28-24, Medellín, Belén, Medellín, Antioquia",'+5743379993,,
"taller electico de carros ""taller star""","Cl. 41 #44a-76 #44a-2 a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573012742805,,
"taller electico de carros ""taller star""","Cl. 41 #44a-76 #44a-2 a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573012742805,,
Remaires,"Av. 33 #63 - 101, Medellín, Belén, Medellín, Antioquia",'+573155066631,,https://www.facebook.com/profile.php?id=100067335782378
Remaires,"Av. 33 #63 - 101, Medellín, Belén, Medellín, Antioquia",'+573155066631,,https://www.facebook.com/profile.php?id=100067335782378
CAR Eléctricos el DIVINO,"Cra. 73 #42-33, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573192284386,,https://www.facebook.com/100067556791169
CAR Eléctricos el DIVINO,"Cra. 73 #42-33, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573192284386,,https://www.facebook.com/100067556791169
ANC Autos SAS,"Cra. 48 #30-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573184330408,https://www.instagram.com/ancautos/,https://www.facebook.com/Ancautosmedellin
ANC Autos SAS,"Cra. 48 #30-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573184330408,https://www.instagram.com/ancautos/,https://www.facebook.com/Ancautosmedellin
Taller Automotriz Ivan Sanchez,"Cra 79 #44 - 37, Los Pinos, Medellín, La América, Medellín, Antioquia",'+573103719809,https://www.instagram.com/tallerivaninfo/,
Taller Automotriz Ivan Sanchez,"Cra 79 #44 - 37, Los Pinos, Medellín, La América, Medellín, Antioquia",'+573103719809,https://www.instagram.com/tallerivaninfo/,
Sincroelectro,"Cra. 65 #41 - 26, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573122866082,https://www.instagram.com/comunidad_publicar/,https://www.facebook.com/ComunidadPublicar
Sincroelectro,"Cra. 65 #41 - 26, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573122866082,https://www.instagram.com/comunidad_publicar/,https://www.facebook.com/ComunidadPublicar
Full ejes Medellín,"Cra. 48 # 39-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573016760173,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
MECÁNICO AUTOMOTRIZ DANY AUTOS,"Antioquia, Cl 44A #80 14, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573113466493,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/p/DANY-AUTOS-100047988893781/?locale=es_LA
Viking Garage Taller Automotriz 4x4,"Cra. 87 #37-75, Cristóbal, Medellín, La América, Medellín, Antioquia",'+5742949734,https://www.instagram.com/viking_garage_vg/,https://www.facebook.com/people/Viking-Garage-VG/100063706885689/
Viking Garage Taller Automotriz 4x4,"Cra. 87 #37-75, Cristóbal, Medellín, La América, Medellín, Antioquia",'+5742949734,https://www.instagram.com/viking_garage_vg/,https://www.facebook.com/people/Viking-Garage-VG/100063706885689/
Taller De Mecanica Automotriz,"Cl. 45A #64-11, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
TCA taller cajas automaticas,"Cl. 43 #6424, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573136101284,https://www.instagram.com/tallercajasautomaticas/,https://www.facebook.com/p/Taller-Cajas-Automaticas-100063446994408/?locale=es_LA
TCA taller cajas automaticas,"Cl. 43 #6424, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573136101284,https://www.instagram.com/tallercajasautomaticas/,https://www.facebook.com/p/Taller-Cajas-Automaticas-100063446994408/?locale=es_LA
Taller Romby - Ruta 4,"Cra. 53 # 36-27, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+576044735686,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller Romby - Ruta 4,"Cra. 53 # 36-27, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+576044735686,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Alma Lujos | Lujos y accesorios para vehiculos,"Cra. 58 #44a - 21, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573004376500,https://www.instagram.com/alma_lujos/?hl=es,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Mecánico carros fabian,"Cl. 5 Sur #51A - 42, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573245917908,https://www.instagram.com/fabian_turbo/?hl=es,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Mecánico carros fabian,"Cl. 5 Sur #51A - 42, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573245917908,https://www.instagram.com/fabian_turbo/?hl=es,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Peritaje de vehiculos elperito.com,"Av. 33 #No. 64 - 144, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573223979090,https://www.instagram.com/bipbip_co/,https://www.facebook.com/elperitocom
Peritaje de vehiculos elperito.com,"Av. 33 #No. 64 - 144, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573223979090,https://www.instagram.com/bipbip_co/,https://www.facebook.com/elperitocom
Taller Koreautos,"Cra. 65 #74 - 26, Medellín, Castilla, Medellín, Antioquia",'+573002152637,https://www.instagram.com/comunidad_publicar/,https://www.facebook.com/ComunidadPublicar
Taller Koreautos,"Cra. 65 #74 - 26, Medellín, Castilla, Medellín, Antioquia",'+573002152637,https://www.instagram.com/comunidad_publicar/,https://www.facebook.com/ComunidadPublicar
Amortiteca Medellín S.A.S.,"Cra. 45 #38 - 12, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206827890,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/profile.php?id=100069367786125
Amortiteca Medellín S.A.S.,"Cra. 45 #38 - 12, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206827890,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/profile.php?id=100069367786125
Taller Nissan Medellín Nutibara,"Cra. 52 #30A-61, Medellín, Belén, Medellín, Antioquia",'+576043203190,https://www.instagram.com/nissancolombia/,https://www.facebook.com/NissanCOL
Taller Nissan Medellín Nutibara,"Cra. 52 #30A-61, Medellín, Belén, Medellín, Antioquia",'+576043203190,https://www.instagram.com/nissancolombia/,https://www.facebook.com/NissanCOL
Taller de Latonería y Pintura ProntoCAR,"Cl. 30A #69-146, Medellín, Belén, Medellín, Antioquia",'+573002077831,http://www.instagram.com/prontocar,https://www.facebook.com/Prontocar2/?locale=es_LA
Taller de Latonería y Pintura ProntoCAR,"Cl. 30A #69-146, Medellín, Belén, Medellín, Antioquia",'+573002077831,http://www.instagram.com/prontocar,https://www.facebook.com/Prontocar2/?locale=es_LA
CDA SAN JUAN CARROS Y MOTOS,"Av San Juan #69-13, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+576044088793,https://www.instagram.com/cdasanjuan/?hl=es,https://www.facebook.com/people/CDA-SAN-JUAN-LA-AMERICA-LTDA/100063482233299
CDA SAN JUAN CARROS Y MOTOS,"Av San Juan #69-13, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+576044088793,https://www.instagram.com/cdasanjuan/?hl=es,https://www.facebook.com/people/CDA-SAN-JUAN-LA-AMERICA-LTDA/100063482233299
SOMECAN Chuki Taller Automotriz,"Cra. 53 #64-45, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573023672040,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
SOMECAN Chuki Taller Automotriz,"Cra. 53 #64-45, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573023672040,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
AUTOS LUIS H,"Cl. 43 # 72-21, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573185972491,https://www.instagram.com/elmagodesandiego,https://www.facebook.com/autos.luish/
Taller El Mago de San Diego (Latoneria y Pintura),"Cra. 52 #1 - 83, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573044767610,https://www.instagram.com/elmagodesandiego/?hl=es,https://www.facebook.com/elmagodesandiego
Taller El Mago de San Diego (Latoneria y Pintura),"Cra. 52 #1 - 83, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+573044767610,https://www.instagram.com/elmagodesandiego/?hl=es,https://www.facebook.com/elmagodesandiego
Taller mecánico Special Tools - Autolab,"Cra. 51 #60 -24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573009121133,https://www.instagram.com/tallerspecialtools/,https://www.facebook.com/tallerspecialtools/
Taller mecánico Special Tools - Autolab,"Cra. 51 #60 -24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573009121133,https://www.instagram.com/tallerspecialtools/,https://www.facebook.com/tallerspecialtools/
UNIQUE CARS,"Cl. 42 #71a-20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573205577933,https://www.instagram.com/uniquecars.colombia/,https://www.facebook.com/p/Unique-Cars-Colombia-100063619566668/
UNIQUE CARS,"Cl. 42 #71a-20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573205577933,https://www.instagram.com/uniquecars.colombia/,https://www.facebook.com/p/Unique-Cars-Colombia-100063619566668/
Hotclassic Garage,"Sector torres de bombona, Cra. 41 #46-54, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573137328664,https://www.instagram.com/hotclassicgarage/?hl=es,https://www.facebook.com/hotclassicgarag/?locale=mt_MT
Todo Aires,"Cl. 43 # 68 A 13, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573005385119,https://www.instagram.com/todoairesmed/,https://www.facebook.com/todoairesmed/
Todo Aires,"Cl. 43 # 68 A 13, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573005385119,https://www.instagram.com/todoairesmed/,https://www.facebook.com/todoairesmed/
Mecticenter Taller Automotriz Sede Exposiciones,"Cra. 54 #36-20, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573217929800,https://www.instagram.com/mecticenteroficial/,https://www.facebook.com/Mecticenter
MECÁNICO AUTOMOTRIZ DANY AUTOS,"Antioquia, Cl 44A #80 14, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573113466493,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/p/DANY-AUTOS-100047988893781/?locale=es_LA
Loschamosautomotriz,"05002, El Poblado, Medellín",'+573014090254,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
ANC Autos SAS,"Cra. 48 #30-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573184330408,https://www.instagram.com/ancautos/,https://www.facebook.com/Ancautosmedellin
ANC Autos SAS,"Cra. 48 #30-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573184330408,https://www.instagram.com/ancautos/,https://www.facebook.com/Ancautosmedellin
Taller de mecánica Automotriz Automecanicos,"Cra. 59 #48 113, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573192450938,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller de mecánica Automotriz Automecanicos,"Cra. 59 #48 113, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573192450938,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller Alvarautos - Ruta 4,"Cl. 35 #52-62, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller Alvarautos - Ruta 4,"Cl. 35 #52-62, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Amortiteca Medellín S.A.S.,"Cra. 45 #38 - 12, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206827890,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/profile.php?id=100069367786125
Amortiteca Medellín S.A.S.,"Cra. 45 #38 - 12, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573206827890,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/profile.php?id=100069367786125
Taller mecánico Special Tools - Autolab,"Cra. 51 #60 -24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573009121133,https://www.instagram.com/tallerspecialtools/,https://www.facebook.com/tallerspecialtools/
Taller mecánico Special Tools - Autolab,"Cra. 51 #60 -24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573009121133,https://www.instagram.com/tallerspecialtools/,https://www.facebook.com/tallerspecialtools/
Taller Automotriz,"Cl. 43, Simón Bolívar, Medellín, La América, Medellín, Antioquia",,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller automotriz Hermanos Tua,"Cl. 79 #50c-92, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",'+573006989511,https://www.instagram.com/hermanostua/reels/,https://www.facebook.com/p/Taller-Hermanos-Tua-100083347298745/
Taller automotriz Hermanos Tua,"Cl. 79 #50c-92, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",'+573006989511,https://www.instagram.com/hermanostua/reels/,https://www.facebook.com/p/Taller-Hermanos-Tua-100083347298745/
Taller de Latonería y Pintura ProntoCAR,"Cl. 30A #69-146, Medellín, Belén, Medellín, Antioquia",'+573002077831,http://www.instagram.com/prontocar,https://www.facebook.com/Prontocar2/?locale=es_LA
Taller de Latonería y Pintura ProntoCAR,"Cl. 30A #69-146, Medellín, Belén, Medellín, Antioquia",'+573002077831,http://www.instagram.com/prontocar,https://www.facebook.com/Prontocar2/?locale=es_LA
"taller electico de carros ""taller star""","Cl. 41 #44a-76 #44a-2 a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573012742805,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
"taller electico de carros ""taller star""","Cl. 41 #44a-76 #44a-2 a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573012742805,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Reparación y Mantenimiento de Cajas Automáticas | Solo Cajas Automáticas,"Cra. 51 #32140, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573007489100,https://www.instagram.com/solocajasautomaticassca/,https://www.facebook.com/solocajasautomaticassca/
Reparación y Mantenimiento de Cajas Automáticas | Solo Cajas Automáticas,"Cra. 51 #32140, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573007489100,https://www.instagram.com/solocajasautomaticassca/,https://www.facebook.com/solocajasautomaticassca/
Taller Auto Bompers,"Cl 44 #4483, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573504452069,https://www.instagram.com/latasybompers/,https://www.facebook.com/latasybomperap/?locale=es_LA
Taller Auto Bompers,"Cl 44 #4483, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573504452069,https://www.instagram.com/latasybompers/,https://www.facebook.com/latasybomperap/?locale=es_LA
Mecánica Autodom,"Cl. 53 #34-50, La Candelaria, Medellín, Villa Hermosa, Medellín, Antioquia",'+573107270411,https://www.instagram.com/p/CCOLcblH2s4/,https://www.facebook.com/autodom.medellin
Mecánica Autodom,"Cl. 53 #34-50, La Candelaria, Medellín, Villa Hermosa, Medellín, Antioquia",'+573107270411,https://www.instagram.com/p/CCOLcblH2s4/,https://www.facebook.com/autodom.medellin
Taller Autóptimo,"Calle 32c 65a 28 Belén, Medellín, Antioquia",'+573017529893,https://www.instagram.com/tecnicentroloscolores/?hl=es,https://m.facebook.com/story.php?story_fbid=230269935456644&id=109117590905213
Taller electricidad automotriz Gildardo,"Cra. 83B #31-77 Apto 301, Medellín, Belén, Medellín, Antioquia",'+573116455382,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller Automotriz Ivan Sanchez,"Cra 79 #44 - 37, Los Pinos, Medellín, La América, Medellín, Antioquia",'+573103719809,https://www.instagram.com/tallerivaninfo/,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller Automotriz Ivan Sanchez,"Cra 79 #44 - 37, Los Pinos, Medellín, La América, Medellín, Antioquia",'+573103719809,https://www.instagram.com/tallerivaninfo/,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller autos Óscar,"Cl 44 #91-32, El Danubio, Medellín, La América, Medellín, Antioquia",'+573207250793,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Taller autos Óscar,"Cl 44 #91-32, El Danubio, Medellín, La América, Medellín, Antioquia",'+573207250793,https://instagram.com/tallerautoptimos?utm_medium=copy_link,https://www.facebook.com/Multiservicios-4-ruedas-369883243792491/
Tecnicentro Serviautos,"Cra. 43C #61 sur 09, Sabaneta, Antioquia",'+576044487708,https://www.instagram.com/tecnicentroserviautos/?hl=es-la,https://m.facebook.com/TecnicentroServiautos/mentions/
Tecnicentro Serviautos,"Cra. 43C #61 sur 09, Sabaneta, Antioquia",'+576044487708,https://www.instagram.com/tecnicentroserviautos/?hl=es-la,https://m.facebook.com/TecnicentroServiautos/mentions/
Taller Autoperez,"Cra. 48 # 39-42, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573122621737,https://www.instagram.com/autoperez/,https://www.facebook.com/Tallerautoperez/?locale=es_LA
Full ejes Medellín,"Cra. 48 # 39-24, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573016760173,,
Multicar San Lucas,"Carulla San Lucas, Cl. 20 Sur #27-124, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+573108396898,https://www.instagram.com/multicar.sas/,https://www.facebook.com/MulticarMedellin/
Banco de prueba MAZDACAR,"Cl. 26a #43F - 64, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+574084798,,
Banco de prueba MAZDACAR,"Cl. 26a #43F - 64, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+574084798,,
Taller auto JP,"Cl. 68 #48a-40, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",'+573113096852,https://www.instagram.com/reel/DGniEmupVfg/,https://www.facebook.com/p/Taller-AUTO-JP-100067485709323/
TALLER DARIAUTOS,"Cra. 54A #29C-42, Guayabal, Medellín, Guayabal, Medellín, Antioquia",'+5743512047,,https://m.facebook.com/tallerdariautos/about/
Taller De Carros Leon,"Nazaret, San Cristóbal, Medellín, Antioquia",,https://www.instagram.com/hotclassicgarage/?hl=es,
Taller De Carros Leon,"Nazaret, San Cristóbal, Medellín, Antioquia",,https://www.instagram.com/hotclassicgarage/?hl=es,
Morautos,"Cl. 32 #83 15, Medellín, Belén, Medellín, Antioquia",'+573233008733,,
Morautos,"Cl. 32 #83 15, Medellín, Belén, Medellín, Antioquia",'+573233008733,,
Taller Nissan Medellín Nutibara,"Cra. 52 #30A-61, Medellín, Belén, Medellín, Antioquia",'+576043203190,https://www.instagram.com/nissancolombia/,https://www.facebook.com/NissanCOL
Taller Nissan Medellín Nutibara,"Cra. 52 #30A-61, Medellín, Belén, Medellín, Antioquia",'+576043203190,https://www.instagram.com/nissancolombia/,https://www.facebook.com/NissanCOL
CARSYSTEM,"Cl. 25A #43B - 161, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+5744488114,,
CARSYSTEM,"Cl. 25A #43B - 161, El Poblado, Medellín, El Poblado, Medellín, Antioquia",'+5744488114,,
DAUTO,"Cl. 43 #72-80, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573147393660,https://www.instagram.com/dautotaller/,
DAUTO,"Cl. 43 #72-80, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",'+573147393660,https://www.instagram.com/dautotaller/,
Servicentro Automotriz Caliche,"Calle 44 #44-47, Medellín, Antioquia, Medellín, Antioquía",'+573138560049,https://www.instagram.com/claudia.odonto/,https://www.facebook.com/servicentroautomotrizoficial/?locale=ga_IE
Taller Tecno Max Desing Auto Sura,"Cl 36 #4530, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573053341626,,
Taller Tecno Max Desing Auto Sura,"Cl 36 #4530, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",'+573053341626,,
Taller AUTOZONE EXPRESS Colision Y Spa,"Cra. 52 #35-52, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",,,https://www.facebook.com/p/Autozone-Express-Collision-y-Spa-100064629261392/
